OBJECTID;BEZIRK_NR;ID_STAMMDATEN;ID_SCHICHTDATEN;TK25;DGK5;ARCHIVKURZBEZEICHNUNG;E_DGK5;E_ARCHIVKURZBEZEICHNUNG;VERTRAULICHKEIT;AUFSCHLUSSBEZEICHNUNG;BOHRDATUM;X_ETRS89;Y_ETRS89;RECHTSWERT_GK;HOCHWERT_GK;ANSATZHOEHE_NN;GW_FLURABSTAND;ENDTEUFE;OBERE_TIEFE;UNTERE_TIEFE;STRATIGRAPHIE;HAUPTGEMENGTEIL;NEBENGEMENGTEIL;FARBE;GENESE;ZUSATZ;HYDROSTRATIGRAPHIE;SE_ANNO_CAD_DATA
505140;1;64551;505140;2426;6634;A910;6632;E1052;öffentlich;B.10 + 10 a;01.08.1962;566890;5.933354e+06;3.566987e+06;5.935289e+06;5.28;6.5;14;11;12;qh;U;h,pf,kf;bngr;Uk(pm,P:h);;
497144;1;63602;497144;2426;6634;A1312;6632;E288;öffentlich;B.1;30.03.1981;566816;5.933503e+06;3.5669135e+06;5.9354385e+06;9.2;0.8;14.5;0;0.8;;mS;fs-gs,fg2,k;bn;y;SaW,gw(0.80),gw(3.60),gw(10.50);L0
497145;1;63602;497145;2426;6634;A1312;6632;E288;öffentlich;B.1;30.03.1981;566816;5.933503e+06;3.5669135e+06;5.9354385e+06;9.2;0.8;14.5;0.8;1.9;;mS;fs,gs,u,k;bn;y;KSaU1;L0
497147;1;63602;497147;2426;6634;A1312;6632;E288;öffentlich;B.1;30.03.1981;566816;5.933503e+06;3.5669135e+06;5.9354385e+06;9.2;0.8;14.5;3.6;5.8;;U;t,s,G:yz,k;gr;y;kos3,KOU,KSaU1;H0
497148;1;63602;497148;2426;6634;A1312;6632;E288;öffentlich;B.1;30.03.1981;566816;5.933503e+06;3.5669135e+06;5.9354385e+06;9.2;0.8;14.5;5.8;6.5;;U;t,k2;gr;Uk(pm);OU;
497151;1;63602;497151;2426;6634;A1312;6632;E288;öffentlich;B.1;30.03.1981;566816;5.933503e+06;3.5669135e+06;5.9354385e+06;9.2;0.8;14.5;10.5;10.9;qh;mS;fs,gs,kf;dgr;;SaW;
497152;1;63602;497152;2426;6634;A1312;6632;E288;öffentlich;B.1;30.03.1981;566816;5.933503e+06;3.5669135e+06;5.9354385e+06;9.2;0.8;14.5;10.9;11.3;;U;s4,h,kf;d;Uk(pm);OU,SaU1,kos3;
497153;1;63602;497153;2426;6634;A1312;6632;E288;öffentlich;B.1;30.03.1981;566816;5.933503e+06;3.5669135e+06;5.9354385e+06;9.2;0.8;14.5;11.3;13.1;;mS;fs4,kf;gr;;SaE;
496037;1;63472;496037;2426;6634;A1196;6632;E176;öffentlich;B.4;26.11.1971;566877;5.933631e+06;3.5669735e+06;5.9355665e+06;9;5.6;16;1.2;3.1;;fS;u,x,b(G:y,[,Mauer,]),k;sw;y;ld2;L0
496038;1;63472;496038;2426;6634;A1196;6632;E176;öffentlich;B.4;26.11.1971;566877;5.933631e+06;3.5669735e+06;5.9355665e+06;9;5.6;16;3.1;3.6;;mS;fs,u,x,b(G:y,[,Mauer,]),k;gr;y;ld2;L0
496040;1;63472;496040;2426;6634;A1196;6632;E176;öffentlich;B.4;26.11.1971;566877;5.933631e+06;3.5669735e+06;5.9355665e+06;9;5.6;16;5.4;5.6;;fS;G:yy,k;sw;y;ld2;L0
496042;1;63472;496042;2426;6634;A1196;6632;E176;öffentlich;B.4;26.11.1971;566877;5.933631e+06;3.5669735e+06;5.9355665e+06;9;5.6;16;6.1;6.8;;fS;u,kf;sw;y;ld4;L0
496043;1;63472;496043;2426;6634;A1196;6632;E176;öffentlich;B.4;26.11.1971;566877;5.933631e+06;3.5669735e+06;5.9355665e+06;9;5.6;16;6.8;7.1;;fS;ms,kf;hbn;y;ld4;L0
496044;1;63472;496044;2426;6634;A1196;6632;E176;öffentlich;B.4;26.11.1971;566877;5.933631e+06;3.5669735e+06;5.9355665e+06;9;5.6;16;7.1;7.7;;fS;fg,u,kf;bn;y;ld4;L0
